"","Point.d.�.chantillonnage","date","X.OD","O2..mg.L.","Conductivit�...µs.cm2.","pH","Temp�.rature..oC.","Signe.COLI","COLI","M�.U.0089.T�.U.0089.O","Ag..µg.L.","Al..µg.L.","As..µg.L.","Ba..µg.L.","Be..µg.L.","Ca..µg.L.","Cd..µg.L.","Co..µg.L.","COT..µg.L.","Cr..µg.L.","Cu..µg.L.","Fe..µg.L.","K..µg.L.","Mg..µg.L.","Mn..µg.L.","Mo..µg.L.","Na..µg.L.","NH3..µg.L.","Ni..µg.L.","Ptot..µg.L.","Pb..µg.L.","MES...mg.L.","Sb..µg.L.","Se..µg.L.","Sn2.ug.L","U..µg.L.","V..µg.L.","Zn..µg.L."
"99","BOU-2.1","2014-08-19",NA,NA,1098,7.9,16.9,"=",260,1,0.1,502,0.6,79,0.1,85900,0.1,0.7,5.8,1.3,3.9,1180,6760,18500,83,4.1,85500,137,3.1,65,1.7,28.2,0.5,0.5,1,1.3,2.1,22
"100","BOU-2.1","2014-10-08",92,9.4,267,8.2,14.4,"=",320,0,0.1,2300,0.7,39,0.1,36300,0.2,1.5,3.3,5,9.2,2820,3780,5790,57.2,1.5,18800,65,5.9,144,5.4,81.7,0.5,0.5,1,0.4,5.6,58
"101","BOU-2.1","2014-10-27",76.9,8.7,775,8,9.8,"=",640,-1,0.1,672,0.5,52,0.1,66400,0.2,NA,3.8,1.6,4.8,1290,5420,15500,58.1,2.3,66600,119,NA,59,2,29.8,0.5,0.5,1,1,2,27
"102","BOU-2.1","2014-11-26",81.4,10.4,1064,8,4.7,"<",10,-2,0.1,296,0.4,53,0.1,93500,0.1,0.6,15.3,0.7,3.7,697,6300,20500,81.9,2.6,100000,367,2.4,32,0.9,12.4,0.5,0.5,1,1.7,1.2,21
"103","BOU-2.9","2014-05-06",71.8,8.4,1469,7.6,8.1,"=",18,-1,0.1,118,0.5,69.7,0.1,121000,0.1,0.6,17.4,1,2.9,843,7570,23300,101,3.7,163000,774,2.9,28,0.2,6.9,0.5,0.5,1,3.1,0.8,21.2
"104","BOU-2.9","2014-05-21",66.8,6.8,1854,7.8,14.2,"=",110,1,0.1,125,0.8,91.8,0.1,130000,0.1,0.6,23.7,0.3,2.7,1280,11600,33300,147,4.4,232000,444,3.3,40,0.2,7.4,0.5,0.5,1,2.7,1.1,10.5
"105","BOU-2.9","2014-06-25",70,6.4,344,7.7,19.6,"=",6700,-1,0.1,337,0.5,26.5,0.1,34800,0.1,0.4,7.5,1.1,4.6,675,2990,4820,24.5,1,19200,106,2.2,64,1.1,14.4,0.5,0.5,1,0.6,1.6,19.4
"106","BOU-2.9","2014-08-19",NA,NA,1397,7.6,17.5,"=",220,1,0.1,82,0.6,102,0.1,103000,0.1,0.4,7.3,0.3,2,531,10200,22100,70.3,5.9,118000,109,2.6,33,0.3,4.6,0.5,0.5,1,2.2,1,13
"107","BOU-2.9","2014-10-08",86,8.8,581,8.2,14.3,"=",1000,0,0.1,2800,1.1,58,0.1,57700,0.1,2,5.2,5.8,8.6,3710,6050,9480,90,2.5,59100,162,6.3,182,5.4,103,0.5,0.5,1,0.8,6.7,53
"108","BOU-2.9","2014-10-27",75.9,8.5,1151,7.9,10.2,"=",910,-1,0.1,401,0.4,69,0.1,91100,0.1,0.6,6.2,0.9,3.5,894,9030,21200,66.8,3.5,100000,260,2.9,48,0.9,15.2,0.5,0.5,1,1.8,1.6,20
"109","BOU-2.9","2014-11-26",79.6,10.3,1499,7.9,4.2,"<",10,-2,0.1,199,0.5,75,0.1,130000,0.1,0.7,25.5,0.6,2.8,763,9990,27000,120,4.1,100000,703,2.9,30,0.5,9.1,0.5,0.5,1,3.1,1,19
"110","BOU-2.9P3","2014-05-06",102.5,11.7,837,7.8,9.5,"<",10,-1,0.1,107,0.2,37.8,0.1,70500,0.1,0.4,3.3,0.3,2,365,3260,15200,45.9,1,82000,122,2,16,0.2,6.5,0.5,0.5,1,0.9,0.9,13.9
"111","BOU-2.9P3","2014-05-21",118,11.7,676,8.1,15.9,"<",10,1,0.1,296,0.2,33,0.1,52300,0.1,0.4,3,0.7,4.2,617,2540,12700,32.2,2.2,62000,83,1.8,29,1.1,17.3,0.5,0.5,1,0.6,1.5,17.9
"112","BOU-2.9P3","2014-06-25",88,8.1,514,7.6,8.9,"=",2500,-1,0.1,143,0.2,38,0.1,52800,0.1,0.2,7.5,0.3,5.3,298,4720,8850,20.8,1,24700,35,1.8,38,0.5,4.6,0.5,0.5,1,0.7,0.9,30.6
"113","BOU-2.9P3","2014-08-19",96,9.1,860,7.8,17.8,"=",240,1,0.1,187,0.4,48,0.1,67500,0.1,0.3,3.7,0.6,3.3,486,3950,15700,40.9,2.6,57800,72,2,24,1,11.2,0.5,0.5,1,0.7,1.1,20
"114","BOU-2.9P3","2014-10-08",94,9.6,173,8.3,14.4,"=",230,0,0.1,1990,0.6,30,0.1,27100,0.1,1.1,2.3,3.8,7,2180,2360,4380,38.1,1.1,8590,36,4.7,107,3.7,58.2,0.5,0.5,1,0.2,4.8,39
"115","BOU-2.9P3","2014-10-27",99.9,11.1,495,8.2,10.7,"=",36,-1,0.1,282,0.4,31,0.1,46100,0.1,NA,2.8,0.7,3,591,2670,11500,26.3,1.5,33300,33,NA,26,1,14.4,0.5,0.5,1,0.5,1.1,15
"116","BOU-2.9P3","2014-11-26",93,11.7,680,8.1,5.4,"<",10,-2,0.3,845,0.5,43,0.1,71800,0.1,0.9,7.6,1.9,5.9,1490,3550,16400,63.2,1.6,52800,82,3.2,65,2.8,44,0.5,0.5,1,0.7,2.3,33
"117","BOU-4.3","2014-05-06",76.6,9.1,1681,7.6,7.9,"=",18,-1,0.1,142,0.5,66.8,0.1,125000,0.1,0.5,7.9,0.3,3.1,578,7170,23300,88,4,211000,877,2.9,30,0.2,5.6,0.5,0.5,1,3.5,1,11.9
"118","BOU-4.3","2014-05-21",63,6.3,2158,7.5,14.9,"=",250,1,0.1,180,0.8,89.2,0.1,127000,0.1,0.8,10.6,0.3,3,1110,10400,32200,163,4.7,286000,907,4,53,0.5,10.2,0.5,0.5,1,3.1,1.4,10.8
"119","BOU-4.3","2014-06-25",67,6.1,167,7.7,19.6,"=",5800,-1,0.1,363,0.5,23.2,0.1,30600,0.1,0.4,7.2,1,3.9,630,2630,3740,21.8,2,21100,113,1.9,66,1.1,11.7,0.5,0.5,1,0.6,1.7,18.9
"120","BOU-4.3","2014-08-19",73,7.2,1653,8.1,15.9,"=",370,1,0.1,114,0.6,88,0.1,99700,0.1,0.4,7.6,0.4,1.6,502,8670,19800,67.8,5.1,100000,66,2.7,35,0.4,5.8,0.5,0.5,1,2.1,1.3,9
"121","BOU-4.3","2014-10-08",83,8.6,320,8.4,14,"=",1200,0,0.1,4810,1.7,79,0.2,60100,0.2,3.2,5.5,9.5,13,6110,6070,9450,142,2.1,73300,140,9.6,299,9.1,202,0.5,0.5,1,0.8,10.9,66
"122","BOU-4.3","2014-10-27",70.3,8.3,1342,7.8,8.2,"=",63,-1,0.1,1300,0.7,82,0.1,96400,0.1,1.3,5.9,3,5.8,2390,8830,21400,131,3,100000,218,5,121,2.8,62,0.5,0.5,1,2.1,3.7,30
"123","BOU-4.3","2014-11-26",83,11.2,1670,7.9,2.7,"=",36,-2,0.1,260,0.4,74,0.1,128000,0.1,NA,12.2,0.7,3,831,8990,25000,118,3.4,100000,952,NA,38,0.7,12.6,0.5,0.5,1,3.3,1.2,20
"124","BRU-1","2014-04-30",97.2,10.7,616,8,11.2,"<",10,0,0.1,53.5,0.2,34,0.1,50400,0.1,0.1,3.5,0.3,0.5,128,3660,17400,25.3,1,44100,20,0.7,26,0.2,4.2,0.5,0.5,1,0.4,0.4,3
"125","BRU-1","2014-05-13",97,9.6,700,8.1,16,"<",10,1,0.1,51.1,0.2,38.3,0.1,60200,0.1,0.1,4.3,0.3,0.5,111,4030,20100,17.3,1,49800,20,0.7,29,0.2,5.7,0.5,0.5,1,0.4,0.4,3
"126","BRU-1","2014-06-18",95,8.2,731,8.1,22.6,"<",100,0,0.1,78.3,0.4,42,0.1,52700,0.1,0.1,5.3,0.3,0.5,234,3800,18400,19.1,1,46000,20,1,42,0.2,11,0.5,0.5,1,0.3,0.6,3
"127","BRU-1","2014-07-15",92,7.9,621,8.3,22.9,"=",430,-2,0.1,85.8,0.5,45.8,0.1,48000,0.1,0.1,5.4,0.3,0.5,209,3900,17000,31.4,1,42000,20,1.2,42,0.2,14.3,0.5,0.5,1,0.3,0.7,6.5
"128","BRU-1","2014-09-09",93,8.2,304,8.1,21.9,"=",340,1,0.1,74,0.4,48,0.1,47800,0.1,0.1,5.4,0.3,0.7,159,3940,17200,19.9,1.8,41300,20,0.8,30,0.2,6,0.5,0.5,1,0.3,0.4,3
"129","BRU-1","2014-10-22",92.1,10.3,800,8.2,10.3,"=",240,-1,0.1,46,0.3,54,0.1,64400,0.1,0.1,4.3,0.3,0.6,120,4940,24800,8.8,1.8,61000,20,1,28,0.2,3.4,0.5,0.5,1,0.3,0.3,3
"130","BRU-1","2014-11-12",97,12.1,817,8.1,6.6,"<",10,0,0.1,21,0.3,51,0.1,63400,0.1,NA,6.3,0.3,0.8,115,5330,24200,7.1,1.6,58800,29,NA,37,0.2,2.4,0.5,0.5,1,0.3,0.2,3
"131","CEN-1","2014-04-30",114.8,12.7,1479,8,10.9,"=",200,0,0.1,177,0.2,53.1,0.1,105000,0.1,0.2,2.9,0.3,2,308,3030,22900,12.3,1,161000,20,2.2,47,0.8,14.8,0.5,0.5,1,1.4,1.2,7.1
"132","CEN-1","2014-05-13",119,12,1237,8.1,15.6,"=",81,1,0.1,114,0.2,46,0.1,97200,0.1,0.2,3.4,0.3,1.9,207,2920,21900,11.4,1,100000,20,2,32,0.5,10.5,0.5,0.5,1,1.2,0.9,3
"133","CEN-1","2014-06-18",NA,NA,663,8.2,22.6,"=",1100,0,0.1,95.5,0.2,29.7,0.1,48400,0.1,0.1,3.9,0.3,1.9,177,1890,11000,11,1,50800,22,1.3,53,0.2,10.8,0.5,0.5,1,0.6,0.8,8.1
"134","CEN-1","2014-07-15",112,9.7,689,7.9,27.9,"=",280,0,0.1,89,0.5,39.1,0.1,54900,0.1,0.2,3.9,0.3,1.9,326,2430,13800,28.4,1,56000,20,2,87,0.5,16.2,0.5,0.5,1,0.7,0.9,8.3
"135","CEN-1","2014-09-09",NA,NA,665,8.4,23.5,"=",54,1,0.1,146,0.6,26,0.1,56200,0.1,0.2,5.6,0.3,1.4,260,2750,15100,29.3,1.3,61400,20,1.9,76,0.5,18,0.5,0.5,1,0.7,1,3
"136","CEN-1","2014-10-22",86.9,9.6,829,7.9,10.9,"=",90,-1,0.1,94,0.4,43,0.1,71400,0.1,0.2,4,0.3,2.8,194,3000,16000,14.2,1.2,76800,75,2,48,0.5,5.6,0.5,0.5,1,0.7,0.8,9
"137","CEN-1","2014-11-12",89,10.9,884,7.9,6.3,"=",54,0,0.1,88,0.4,43,0.1,78600,0.1,0.2,4,0.3,1.5,211,3240,17000,12,1.1,80900,397,2,51,0.7,4.4,0.5,0.5,1,0.7,0.8,3
"138","CGO-0.0","2014-05-05",58.2,6.5,561,7.2,10.4,"<",10,0,0.1,148,0.4,40,0.1,59400,0.1,0.3,8.8,0.3,2.6,500,3750,17900,73.7,1,31400,63,1.7,68,0.5,3.1,0.5,0.5,1,1.9,0.7,19.7
"139","CGO-0.0","2014-05-20",NA,NA,588,7.2,18.2,"=",45,1,0.1,91.8,0.5,35.5,0.1,59800,0.1,0.3,10,0.3,2.2,616,3840,18600,112,1,34100,20,1.7,103,0.5,4.2,0.5,0.5,1,1.3,0.7,14.6
"140","CGO-0.0","2014-06-10",66,5.5,880,7.6,21.2,"=",18,1,0.1,124,1,58.3,0.1,77700,0.1,0.7,14.9,0.8,1.6,2490,3840,26500,475,1,67200,289,1.9,411,0.7,13.8,0.5,0.5,1,0.6,1.4,13.3
"141","CGO-0.0","2014-07-23",51,4.4,574,7.7,21.9,"=",5000,0,0.1,250,0.8,38.9,0.1,43400,0.2,0.9,NA,1.1,6.4,1300,17000,11000,192,1,23800,NA,2.8,579,1.9,15.2,0.5,0.5,1,0.3,1.8,39.1
"142","CLA-0.0","2014-05-06",NA,NA,352,8.4,12.5,"<",10,-1,0.1,319,0.5,33.7,0.1,33000,0.1,0.2,5.1,1,2.6,538,1710,6490,55.5,1,28500,20,1.1,34,1.6,9.2,0.5,0.5,1,0.3,1,18.4
"143","CLA-0.0","2014-05-21",NA,NA,109,7.9,16.5,"=",54,1,0.1,415,0.2,18.7,0.1,11600,0.1,0.1,6.1,0.8,1.8,463,944,2840,19.3,1,6070,20,1,32,0.2,6.4,0.5,0.5,1,0.1,1.2,3
"144","CLA-0.0","2014-06-25",111,10,231,8.1,20.6,"<",10,-1,0.1,159,0.6,22.1,0.1,23200,0.1,0.1,4.3,0.3,2.1,240,1170,5140,24.1,1,9090,20,0.8,34,0.2,5.2,0.5,0.5,1,0.2,0.7,3
"145","CLA-0.0","2014-08-19",NA,NA,233,8.7,21.8,"<",10,1,0.1,63,0.7,23,0.1,24000,0.1,0.1,3.8,0.3,2.1,80,1200,5590,11.2,1,9480,20,0.9,16,0.2,1.7,0.5,0.5,1,0.3,0.6,3
"146","CLA-0.0","2014-10-08",91,9.1,125,8.2,15.1,"=",18,0,0.1,133,0.5,17,0.1,14200,0.1,0.1,5.5,0.3,2.4,209,983,3230,17.2,1,6120,23,0.8,24,0.3,1.6,0.5,0.5,1,0.1,0.7,3
"147","CLA-0.0","2014-10-27",93.1,10.5,111,8.2,10.1,"=",18,-1,0.1,168,0.5,16,0.1,12000,0.1,NA,5.7,0.4,1.7,286,974,2650,11.3,1,5410,40,NA,26,0.3,1.8,0.5,0.5,1,0.1,0.6,9
"148","CLA-0.0","2014-11-26",95.5,12.8,125,8.7,3.3,"=",27,-2,0.1,629,0.6,21,0.1,12300,0.1,0.3,7.2,1.4,2.2,713,1070,2670,20.2,1,7110,82,1.3,36,1.1,10,0.5,0.5,1,0.1,1.3,12
"149","CLA-1.8","2014-05-06",103.6,11.6,149,7.9,10.3,"=",18,-1,0.1,398,0.2,20.8,0.1,16000,0.1,0.1,6.1,0.8,1.8,455,1080,3410,14.7,1,8240,26,0.9,28,0.4,4.4,0.5,0.5,1,0.1,1.1,6.1
"150","CLA-1.8","2014-05-21",NA,NA,121,8,18.4,"<",10,1,0.1,279,0.2,17.9,0.1,12500,0.1,0.1,6.6,0.3,1.9,334,900,2840,14.9,1,6520,20,0.9,23,0.2,3.9,0.5,0.5,1,0.1,1,3
"151","CLA-1.8","2014-06-25",105,9.2,225,8.1,21.5,"=",4500,-1,0.1,170,0.6,21.3,0.1,22100,0.1,0.1,4.2,0.3,2.1,264,1160,4630,13.4,1,9370,39,0.9,34,0.7,5.7,0.5,0.5,1,0.2,0.9,9.1
"152","CLA-1.8","2014-08-19",98,8.7,175,8.6,20.8,"=",280,1,0.1,149,0.6,21,0.1,17000,0.1,0.1,4.9,0.4,1.7,202,996,3760,13.7,1,6840,32,0.7,23,0.3,2.6,0.5,0.5,1,0.2,0.8,8
"153","CLA-1.8","2014-10-08",95,9.5,109,8.2,15.3,"=",140,0,0.1,273,0.5,18,0.1,12800,0.1,0.1,5.1,0.5,1.6,353,957,3030,17.8,1,5880,34,0.8,26,0.4,2.7,0.5,0.5,1,0.1,1,3
"154","CLA-1.8","2014-10-27",94.5,10.5,102,8.3,10.7,"=",63,-1,0.1,294,0.4,18,0.1,11200,0.1,NA,6.1,0.6,1.7,386,941,2690,16.3,1,5600,43,NA,26,0.3,2.6,0.5,0.5,1,0.1,0.8,8
"155","CLA-1.8","2014-11-26",95.6,13.2,114,8.5,2.2,"=",430,-2,0.1,286,0.5,17,0.1,12700,0.1,0.1,6.8,0.7,1.9,375,960,2730,15.8,1,6700,54,0.9,30,0.6,2.7,0.5,0.5,1,0.1,0.7,24
"156","CLA-11.2","2014-05-06",NA,NA,146,8.3,11.5,"<",10,-1,0.1,333,0.5,20,0.1,16600,0.1,0.1,5.8,0.8,1.6,391,1160,3520,14.4,1,8750,20,0.8,38,0.2,6.8,0.5,0.5,1,0.1,0.9,3
"157","CLA-11.2","2014-05-21",114,10.3,154,8.3,20.4,"<",10,1,0.1,162,0.2,17.8,0.1,15600,0.1,0.1,6.2,0.3,1.7,238,970,3290,13.8,1,8600,20,0.8,15,0.2,1.9,0.5,0.5,1,0.1,0.9,3
"158","CLA-11.2","2014-06-25",103,9,225,8.2,22.2,"=",63,-1,0.1,51.1,0.6,22.4,0.1,22300,0.1,0.1,4.5,0.3,3.6,103,1130,4630,15.7,1,9400,20,0.8,17,0.5,2.4,0.5,0.5,1,0.2,0.5,25.8
"159","CLA-11.2","2014-08-19",NA,NA,272,8.6,22,"=",18,1,0.1,44,0.7,25,0.1,27100,0.1,0.1,3.2,0.3,1.2,37,1280,6300,6,1,10900,23,0.7,13,0.2,0.5,0.5,0.5,1,0.3,0.7,3
"160","CLA-11.2","2014-10-08",97,9.6,117,8.2,15.8,"=",63,0,0.1,101,0.5,17,0.1,13400,0.1,0.1,5.2,0.3,1.6,188,925,2960,15.1,1,6210,37,0.7,30,0.4,0.5,0.5,0.5,1,0.1,0.8,3
"161","CLA-6.6","2014-05-06",NA,NA,157,7.9,12.1,"<",10,-1,0.1,367,0.2,21.6,0.1,18000,0.1,0.1,5.8,1.2,1.8,444,1180,3690,18.9,1,10000,28,0.8,27,0.5,5,0.5,0.5,1,0.1,0.9,10.6
"162","CLA-6.6","2014-05-21",NA,NA,127,8.5,19.8,"<",10,1,0.1,216,0.2,17.9,0.1,13200,0.1,0.1,6.1,0.3,1.8,279,913,2910,13,1,6860,20,0.8,24,0.2,4.1,0.5,0.5,1,0.1,0.7,3
"163","CLA-6.6","2014-06-25",118,10.4,118,8.5,21.5,"=",18,-1,0.1,90.7,0.6,21.3,0.1,22900,0.1,0.1,4.2,0.3,5.3,144,1130,4940,11.9,1,9010,20,0.7,25,0.4,5.2,0.5,0.5,1,0.2,0.6,11.2
"164","CLA-6.6","2014-08-19",97,8.6,225,8.4,21.6,"=",640,1,0.1,89,0.7,23,0.1,23500,0.1,0.1,4.1,0.3,1.6,126,1240,5390,12.3,1,9520,26,0.7,19,0.3,1.7,0.5,0.5,1,0.2,0.7,8
"165","CLA-6.6","2014-10-08",98,9.7,118,8.2,15.9,"=",18,0,0.1,202,0.5,17,0.1,13300,0.1,0.1,5.1,0.4,1.6,291,946,3120,21.9,1,6110,27,0.7,33,0.7,2.9,0.5,0.5,1,0.1,1.1,3
"166","CLA-6.6","2014-10-27",92.5,10.3,110,8.3,10.5,"<",10,-1,0.1,203,0.5,17,0.1,10700,0.1,NA,5.9,0.5,1.6,319,852,2480,18.7,1,5310,42,NA,29,0.4,1.8,0.5,0.5,1,0.1,0.6,13
"167","CLA-6.6","2014-11-26",95.7,13,115,8.3,2.8,"=",36,-2,0.1,164,0.4,15,0.1,12800,0.1,0.1,6.9,0.4,1.6,267,933,2720,15.9,1,5980,54,0.7,33,0.4,0.5,0.5,0.5,1,0.1,0.6,12
"168","CON-0.0","2014-04-29",101,11.3,806,7.9,10.3,"<",10,-2,0.1,247,0.6,65.1,0.1,93800,0.1,0.4,3.6,0.8,1.3,493,3490,31700,43.7,4.6,28100,20,3.4,49,0.2,9.5,0.5,0.5,1,1.6,0.9,7
"169","CON-0.0","2014-05-15",102,10.1,802,7.9,15.6,"<",10,1,0.1,147,0.7,63,0.1,97900,0.1,0.3,3.9,0.3,0.5,335,3590,33300,36.1,5.3,25700,25,3.7,30,0.2,6,0.5,0.5,1,1.7,0.9,3
"170","CON-0.0","2014-06-03",95,9.1,856,7.8,17.4,"=",63,1,0.1,196,0.8,61.9,0.1,89700,0.1,0.3,4.7,0.3,0.5,390,3640,31100,33.4,5.5,27200,36,3.4,41,0.2,9.2,0.5,0.5,1,1.8,1.1,3
"171","CON-0.0","2014-07-07",72,6.5,775,7.6,20.2,"=",18,1,0.1,624,1.2,72,0.1,92200,0.1,0.7,5,1.1,2,996,4470,32900,58.6,5.5,28200,74,4.6,79,0.8,21.2,0.5,0.5,1,1.7,2.2,8.9
"172","CON-0.0","2014-08-28",69,6.1,859,7.9,20.7,"=",27,1,0.1,307,1.4,78,0.1,85600,0.1,0.4,4.5,0.5,1.2,535,4900,33600,43.4,4.5,35000,67,3.1,62,0.4,23.2,0.5,0.5,1,1.4,1.6,7
"173","CON-0.0","2014-10-21",85.7,9.3,892,7.8,10.5,"<",10,0,0.1,159,1,80,0.1,97500,0.1,0.2,3.5,0.3,0.7,355,6140,37500,33.8,4.3,55600,45,2.7,35,0.2,9.6,0.5,0.5,1,1.4,0.9,32
"174","CON-0.0","2014-11-04",90,9.8,943,8,9.4,"<",10,1,0.1,145,0.9,80,0.1,99100,0.1,NA,3.5,0.3,0.8,401,6030,37600,29,4.1,60400,65,NA,31,0.3,8.7,0.5,0.5,1,1.4,0.8,8
"175","CPI-0.0","2014-04-29",NA,NA,2610,8,10.6,"=",12000,-2,0.1,246,0.2,58.5,0.1,110000,0.1,0.4,2.1,0.3,3.5,207,2780,28400,36.1,1,373000,58,2.4,28,0.2,5,0.5,0.5,1,1,0.8,7.1
"176","CPI-0.0","2014-05-15",NA,NA,1582,8.2,15.3,"=",1600,1,0.1,553,0.2,50.1,0.1,93500,0.1,0.6,2.3,1.3,4.2,623,2260,23200,30.5,1,100000,34,2.7,62,1.2,19,0.5,0.5,1,0.8,1.8,13.6
"177","CPI-0.0","2014-06-03",52,4.9,651,7.8,17.1,"=",1800,1,0.1,336,0.6,35.2,0.1,49600,0.1,0.7,28.7,2.4,18.1,590,3370,10800,70,1,43500,879,3.9,168,1.3,14.2,0.5,0.5,1,0.3,3,37
"178","CPI-0.0","2014-07-07",71,6.9,1134,7.9,15.9,"=",1700,1,0.1,48.7,0.2,53.5,0.1,117000,0.1,0.1,2,0.3,3.8,77,2880,31600,10.5,1,76000,63,2.6,39,0.2,1.4,0.5,0.5,1,1,0.7,14.9
"179","CPI-0.0","2014-10-21",68.7,7.6,797,7.8,10.3,"=",20000,0,0.1,157,0.3,46,0.1,88500,0.1,0.3,6,0.5,8.2,224,3580,22100,18.7,1.2,67600,21,2.8,69,0.3,4,0.5,0.5,1,0.7,1,13
"180","CPI-0.0","2014-11-04",104,11.8,1105,8,9.7,"=",450,1,0.1,96,0.3,58,0.1,123000,0.1,0.2,2.6,0.3,8.7,101,3330,32300,14.2,1.1,93800,151,4.5,83,0.2,1.5,0.5,0.5,1,1,0.8,10
"181","DEN-0.0","2014-04-30",101.3,11.4,1389,8,10,"=",1100,0,0.1,342,0.2,44.8,0.1,74700,0.1,0.7,10.2,1.6,4,497,6220,15400,41.2,2.9,100000,28,2.2,42,0.9,9.2,0.5,0.5,1,1.2,1.3,24.3
"182","DEN-0.0","2014-05-13",121,13.2,1528,7.9,11.4,"<",10,1,0.1,328,0.5,57.7,0.1,103000,0.1,1,4,1.1,3.6,605,4480,23000,87.9,4.4,170000,68,2.5,47,1.3,13.8,0.5,0.5,1,1.2,1.6,22.5
"183","DEN-0.0","2014-06-18",107,9.4,775,8.1,21.8,"=",1500,0,0.1,216,0.6,41,0.1,67000,0.1,0.4,10.4,0.7,4.5,459,5360,12100,25.8,3,54200,23,2.2,54,0.6,7.6,0.5,0.5,1,0.9,1.3,18
"184","DEN-0.0","2014-07-15",115,10,242,8.5,22.1,"=",220,0,0.1,185,0.7,27.9,0.1,24400,0.1,0.1,3.3,0.3,2,247,1360,5670,9.8,1,12500,49,0.9,16,0.2,3,0.5,0.5,1,0.3,0.9,8.3
"185","DEN-0.0","2014-09-09",101,9,601,8.2,21.1,"=",27,1,0.1,72,0.3,81,0.1,55300,0.1,0.1,2.4,0.3,1,129,2700,12300,6,2.1,50000,20,1,9,0.2,1.6,0.5,0.5,1,0.3,0.5,13
"186","DEN-0.0","2014-10-22",99.2,10.6,402,8.5,12.5,"=",18,-1,0.1,178,0.3,49,0.1,40600,0.1,0.1,3.7,0.4,1.5,210,2090,8790,8.5,1.2,28500,35,0.9,15,0.3,3.4,0.5,0.5,1,0.3,0.9,11
"187","DEN-0.0","2014-11-12",99,11.5,334,8.3,8.7,"=",4200,0,0.1,1690,0.7,45,0.1,38900,0.1,1.4,6.9,5.5,12.2,2090,3210,7470,53.9,2.6,23400,356,4,146,4.8,69.6,1,0.5,1,0.4,4.2,84
"188","DEN-0.8P1","2014-04-30",NA,NA,1127,8.3,10.6,"<",10,0,0.1,342,0.5,39.2,0.1,67200,0.1,0.5,5.5,1.1,3,434,10600,12300,30.6,3.1,100000,134,1.9,44,0.6,8.2,0.5,0.5,1,1.4,1.5,14.9
"189","DEN-0.8P1","2014-05-13",NA,NA,816,8.3,12.7,"=",18,1,0.1,417,0.5,40.9,0.1,87700,0.1,0.5,4.4,0.9,2.4,601,4790,14200,47.3,3.1,77500,60,1.8,36,1,13,0.5,0.5,1,1.1,1.5,10.4
"190","DEN-0.8P1","2014-06-18",101,8.7,474,8,22.7,"=",540,0,0.1,311,0.8,37.1,0.1,57400,0.1,0.4,13.7,1.1,4.9,564,7080,8990,26.7,2.1,20800,42,2.4,66,0.7,11.4,0.5,0.5,1,0.7,1.8,18.4
"191","DEN-0.8P1","2014-07-15",118,10.7,652,8,20.6,"=",480,0,0.1,239,0.7,54.4,0.1,61200,0.1,0.3,6,0.3,2.3,394,11100,13600,29.6,6.6,45300,58,1.9,30,0.2,7.8,0.5,0.5,1,1.1,1.7,14.4
"192","DEN-0.8P1","2014-09-09",NA,NA,742,8.3,21.5,"=",1100,1,0.1,2310,1,88,0.1,74700,0.1,1.7,5.3,3.5,4.5,3080,15300,17800,111,8.3,55000,32,5.4,125,2.1,78,0.5,0.5,1,1.3,6.1,28
"193","DEN-0.8P1","2014-10-22",NA,NA,698,8.5,11.2,"=",240,-1,0.1,800,0.5,56,0.1,79700,0.1,0.6,4.9,1,1.9,874,9870,16500,74.6,4.5,45200,23,2.3,38,0.5,17.6,0.5,0.5,1,1.3,2.3,12
"194","DEN-0.8P1","2014-11-12",106,12.7,830,8,7.7,"=",36,0,0.1,1240,0.5,70,0.1,99500,0.1,0.8,5.4,1.8,3.2,1500,11900,21900,78.3,10.5,52200,124,3,63,0.9,37.8,0.5,0.5,1,1.7,2.9,27
"195","DEN-2.6","2014-04-30",104.7,12.1,2046,7.7,8.8,"=",9000,0,0.1,501,0.4,54.4,0.1,93400,0.1,0.7,10.6,2.1,5.6,631,3800,22100,40.2,2.8,100000,103,2.5,50,1.8,14.6,0.5,0.5,1,1.1,1.5,27.3
"196","DEN-2.6","2014-05-13",124,13.5,1075,7.8,11.4,"=",18,1,0.1,1930,1.4,99,0.1,153000,0.1,2.4,5.7,6.7,13.8,3310,5910,38200,97.5,3.8,276000,97,7.1,163,10.1,104,0.5,0.5,1,1.5,5.7,63
"197","DEN-2.6","2014-06-18",115,10.6,1324,7.8,18.9,"=",4900,0,0.1,72.4,0.2,48.9,0.1,91100,0.1,0.4,5.1,0.6,4.3,220,4440,19900,24.9,5.8,250000,64,2.2,50,0.5,3.6,0.5,0.5,1,1.3,0.8,21.9
"198","DEN-2.6","2014-07-15",93,8.6,959,7.9,18.9,"=",2800,0,0.1,1790,1,92.9,0.1,76400,0.1,2,11.9,6.4,16.1,2980,4180,16300,92.7,4.6,92300,145,6.3,155,6.8,126,1.1,0.5,1,0.8,7.6,101
"199","DEN-2.6","2014-09-09",NA,NA,1314,8.5,20.8,"=",270,1,0.1,139,0.4,52,0.1,93200,0.1,0.4,2.8,0.4,3.8,300,4630,23400,12.8,4.7,100000,38,2.2,49,0.6,11.6,0.5,0.5,1,0.9,1.2,15
